Alert type,message
Drift Alert,A_Oxy_R1_A_Oxy_HCl_Supply_Pressure_PctDev is indicating an increasing trend from its typical value 0.56 to 0.55 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_O2_Cont__PctRelDiff is indicating an decreasing trend from its typical value -3.07 to -3.07 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_1_PctDev is indicating an decreasing trend from its typical value 53.09 to 53.09 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_2_PctDev is indicating an decreasing trend from its typical value 67.71 to 67.71 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_PctDev is indicating an decreasing trend from its typical value -562.89 to -562.89 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_R1_ETHYLENE_TO_E_7308A_PctDev is indicating an decreasing trend from its typical value -3.06 to -3.06 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_R1_HCL_TO_A_TRAIN_PctDev is indicating an decreasing trend from its typical value -6.56 to -6.56 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_RECYCLE_FLOW_TO_A_TRAIN is indicating an decreasing trend from its typical value 1625.73 to 1625.73 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_TRAIN_A_1st_Stage_INLET_PRESSURE is indicating an decreasing trend from its typical value 91.97 to 91.97 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_TRAIN_A_HCL_O2_MIX is indicating an increasing trend from its typical value 19.43 to 18.18 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_TRAIN_A_O2_TO_3RD_STAGE is indicating an increasing trend from its typical value 29.12 to 28.81 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_TRAIN_A_OVR_SUCTION_C2H4_ANLYZER is indicating an decreasing trend from its typical value 51.49 to 51.49 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_TRAIN_A_OXYGEN_FLOW is indicating an increasing trend from its typical value 145.63 to 144.09 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_TRAIN_B_OVR_COMP_SUCTION is indicating an decreasing trend from its typical value 94.3 to 94.3 at 2025-12-23 00:00:00
Drift Alert,A_Oxy_ATRAIN_OXYGEN_PRESSURE is indicating an decreasing trend from its typical value 142.72 to 142.72 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_ATRN_2ND_STG_STEAM_DRM_LEVEL is indicating an increasing trend from its typical value 73.11 to 67.33 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_ATRN_COMPRESSOR_DISCHARGE_PRESS is indicating an decreasing trend from its typical value 94.94 to 94.94 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_ATRN_ETHYLENE_FLOW_TO_1ST_STG is indicating an decreasing trend from its typical value 291.16 to 291.16 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_ATRN_ETHYLENE_FLOW_TO_1ST_STG_1 is indicating an decreasing trend from its typical value 294.37 to 294.37 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_A_COMP_DISCHARGE_TEMP is indicating an increasing trend from its typical value 217.47 to 211.41 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_A_COMP_SUCTION_PRESSURE is indicating an decreasing trend from its typical value 39.93 to 39.93 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_A_COMP_SUCTION_PRESSURE_1 is indicating an decreasing trend from its typical value 38.95 to 38.95 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_A_OXY_STRIPPER_FEED_DRUM is indicating an increasing trend from its typical value -44.28 to -1.26 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_A_Oxy_HCl_O2_to_1st_stage is indicating an decreasing trend from its typical value 331.86 to 331.86 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_A_TRAIN_COMPRESSOR_AMPS is indicating an decreasing trend from its typical value 111.04 to 111.04 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_C2H4_PRESSURE_TO_A_TRAIN is indicating an decreasing trend from its typical value 153.24 to 153.24 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR is indicating an increasing trend from its typical value 0.05 to 0.05 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR_1 is indicating an increasing trend from its typical value 0.32 to 0.3 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR_2 is indicating an increasing trend from its typical value 0.16 to 0.14 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_Compressor_discharge_flow is indicating an decreasing trend from its typical value 1714.73 to 1714.73 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_HCL_FLOW_FROM_A_TRAIN_HEATER is indicating an decreasing trend from its typical value 532.8 to 532.8 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_HCL_O2_MIX_PRESS_TO_A_TRAIN is indicating an decreasing trend from its typical value 93.29 to 93.29 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_HCL_PRESSURE_TO_A_TRAIN is indicating an decreasing trend from its typical value 125.17 to 125.17 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_HCL_PRESSURE_TO_A_TRAIN_1 is indicating an decreasing trend from its typical value 124.47 to 124.47 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_HCL_TO_A_TRAIN_STD_15min is indicating an decreasing trend from its typical value 2.84 to 2.84 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_HCL_TO_A_TRAIN_STD_1hr is indicating an decreasing trend from its typical value 2.84 to 2.84 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_ATRN_ETHYLENE_FLOW_TO_1ST_STG_PctDev is indicating an decreasing trend from its typical value -1.1 to -1.1 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Compressor_Suction_Pressure_PctDev is indicating an increasing trend from its typical value 2.76 to 2.46 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_HCl_Supply_Pressure_PctDev is indicating an increasing trend from its typical value 0.59 to 0.56 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_O2_Cont__PctRelDiff is indicating an decreasing trend from its typical value -3.12 to -3.12 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_1_PctDev is indicating an decreasing trend from its typical value 53.43 to 53.43 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_2_PctDev is indicating an increasing trend from its typical value 68.13 to 66.67 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_PctDev is indicating an decreasing trend from its typical value -544.22 to -544.22 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_ETHYLENE_TO_E_7308A_PctDev is indicating an decreasing trend from its typical value -3.09 to -3.09 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_R1_HCL_TO_A_TRAIN_PctDev is indicating an decreasing trend from its typical value -6.58 to -6.58 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_RECYCLE_FLOW_TO_A_TRAIN is indicating an decreasing trend from its typical value 1625.55 to 1625.55 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_TRAIN_A_1st_Stage_INLET_PRESSURE is indicating an decreasing trend from its typical value 91.95 to 91.95 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_TRAIN_A_HCL_O2_MIX is indicating an increasing trend from its typical value 18.52 to 18.17 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_TRAIN_A_OVR_SUCTION_C2H4_ANLYZER is indicating an decreasing trend from its typical value 51.46 to 51.46 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_TRAIN_B_OVR_COMP_SUCTION is indicating an increasing trend from its typical value 98.81 to 94.31 at 2025-12-25 00:00:00
Drift Alert,A_Oxy_ATRN_2ND_STG_STEAM_DRM_LEVEL is indicating an increasing trend from its typical value 74.39 to 67.33 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_ATRN_COMPRESSOR_DISCHARGE_PRESS is indicating an decreasing trend from its typical value 94.94 to 94.94 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_ATRN_ETHYLENE_FLOW_TO_1ST_STG is indicating an decreasing trend from its typical value 291.16 to 291.16 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_ATRN_ETHYLENE_FLOW_TO_1ST_STG_1 is indicating an decreasing trend from its typical value 294.37 to 294.37 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_A_COMP_DISCHARGE_TEMP is indicating an increasing trend from its typical value 219.91 to 211.41 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_A_COMP_SUCTION_PRESSURE is indicating an decreasing trend from its typical value 39.93 to 39.93 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_A_COMP_SUCTION_PRESSURE_1 is indicating an decreasing trend from its typical value 38.95 to 38.95 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_A_OXY_STRIPPER_FEED_DRUM is indicating an increasing trend from its typical value -51.42 to -1.26 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_A_Oxy_HCl_O2_to_1st_stage is indicating an decreasing trend from its typical value 331.86 to 331.86 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_A_TRAIN_COMPRESSOR_AMPS is indicating an decreasing trend from its typical value 111.04 to 111.04 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_C2H4_PRESSURE_TO_A_TRAIN is indicating an decreasing trend from its typical value 153.24 to 153.24 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR is indicating an increasing trend from its typical value 0.05 to 0.05 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR_1 is indicating an increasing trend from its typical value 0.33 to 0.3 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR_2 is indicating an increasing trend from its typical value 0.16 to 0.14 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_Compressor_discharge_flow is indicating an decreasing trend from its typical value 1714.73 to 1714.73 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_HCL_FLOW_FROM_A_TRAIN_HEATER is indicating an decreasing trend from its typical value 532.8 to 532.8 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_HCL_O2_MIX_PRESS_TO_A_TRAIN is indicating an decreasing trend from its typical value 93.29 to 93.29 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_HCL_TO_A_TRAIN_STD_15min is indicating an decreasing trend from its typical value 2.84 to 2.84 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_HCL_TO_A_TRAIN_STD_1hr is indicating an decreasing trend from its typical value 2.84 to 2.84 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_ATRN_ETHYLENE_FLOW_TO_1ST_STG_PctDev is indicating an decreasing trend from its typical value -1.1 to -1.1 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Compressor_Suction_Pressure_PctDev is indicating an increasing trend from its typical value 2.98 to 2.46 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_HCl_Supply_Pressure_PctDev is indicating an increasing trend from its typical value 0.6 to 0.56 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_O2_Cont__PctRelDiff is indicating an decreasing trend from its typical value -3.12 to -3.12 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_1_PctDev is indicating an decreasing trend from its typical value 53.43 to 53.43 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_2_PctDev is indicating an increasing trend from its typical value 70.28 to 66.67 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_PctDev is indicating an decreasing trend from its typical value -544.22 to -544.22 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_ETHYLENE_TO_E_7308A_PctDev is indicating an decreasing trend from its typical value -3.09 to -3.09 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_R1_HCL_TO_A_TRAIN_PctDev is indicating an decreasing trend from its typical value -6.58 to -6.58 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_RECYCLE_FLOW_TO_A_TRAIN is indicating an decreasing trend from its typical value 1625.55 to 1625.55 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_TRAIN_A_1st_Stage_INLET_PRESSURE is indicating an decreasing trend from its typical value 91.95 to 91.95 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_TRAIN_A_HCL_O2_MIX is indicating an increasing trend from its typical value 18.42 to 18.17 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_TRAIN_A_OVR_SUCTION_C2H4_ANLYZER is indicating an decreasing trend from its typical value 51.46 to 51.46 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_TRAIN_B_OVR_COMP_SUCTION is indicating an increasing trend from its typical value 101.49 to 94.31 at 2025-12-26 00:00:00
Drift Alert,A_Oxy_ATRN_2ND_STG_STEAM_DRM_LEVEL is indicating an increasing trend from its typical value 75.5 to 67.33 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_ATRN_COMPRESSOR_DISCHARGE_PRESS is indicating an decreasing trend from its typical value 94.94 to 94.94 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_ATRN_ETHYLENE_FLOW_TO_1ST_STG is indicating an decreasing trend from its typical value 291.16 to 291.16 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_ATRN_ETHYLENE_FLOW_TO_1ST_STG_1 is indicating an decreasing trend from its typical value 294.37 to 294.37 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_A_COMP_DISCHARGE_TEMP is indicating an increasing trend from its typical value 217.82 to 211.41 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_A_COMP_SUCTION_PRESSURE is indicating an decreasing trend from its typical value 39.93 to 39.93 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_A_COMP_SUCTION_PRESSURE_1 is indicating an decreasing trend from its typical value 38.95 to 38.95 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_A_OXY_STRIPPER_FEED_DRUM is indicating an increasing trend from its typical value -57.29 to -1.26 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_A_Oxy_HCl_O2_to_1st_stage is indicating an decreasing trend from its typical value 331.86 to 331.86 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_A_TRAIN_COMPRESSOR_AMPS is indicating an decreasing trend from its typical value 111.04 to 111.04 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR is indicating an increasing trend from its typical value 0.05 to 0.05 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR_1 is indicating an increasing trend from its typical value 0.32 to 0.3 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR_2 is indicating an increasing trend from its typical value 0.16 to 0.14 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_Compressor_discharge_flow is indicating an decreasing trend from its typical value 1714.73 to 1714.73 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_HCL_FLOW_FROM_A_TRAIN_HEATER is indicating an decreasing trend from its typical value 532.8 to 532.8 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_HCL_O2_MIX_PRESS_TO_A_TRAIN is indicating an decreasing trend from its typical value 93.29 to 93.29 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_HCL_TO_A_TRAIN_STD_15min is indicating an decreasing trend from its typical value 2.84 to 2.84 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_HCL_TO_A_TRAIN_STD_1hr is indicating an decreasing trend from its typical value 2.84 to 2.84 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_ATRN_ETHYLENE_FLOW_TO_1ST_STG_PctDev is indicating an decreasing trend from its typical value -1.1 to -1.1 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Compressor_Suction_Pressure_PctDev is indicating an increasing trend from its typical value 2.73 to 2.46 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_HCl_Supply_Pressure_PctDev is indicating an increasing trend from its typical value 0.6 to 0.56 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_O2_Cont__PctRelDiff is indicating an decreasing trend from its typical value -3.12 to -3.12 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_1_PctDev is indicating an decreasing trend from its typical value 53.43 to 53.43 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_2_PctDev is indicating an increasing trend from its typical value 67.52 to 66.67 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_PctDev is indicating an decreasing trend from its typical value -544.22 to -544.22 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_ETHYLENE_TO_E_7308A_PctDev is indicating an decreasing trend from its typical value -3.09 to -3.09 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_R1_HCL_TO_A_TRAIN_PctDev is indicating an decreasing trend from its typical value -6.58 to -6.58 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_RECYCLE_FLOW_TO_A_TRAIN is indicating an decreasing trend from its typical value 1625.55 to 1625.55 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_TRAIN_A_1st_Stage_INLET_PRESSURE is indicating an decreasing trend from its typical value 91.95 to 91.95 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_TRAIN_A_HCL_O2_MIX is indicating an increasing trend from its typical value 18.44 to 18.17 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_TRAIN_A_OVR_SUCTION_C2H4_ANLYZER is indicating an decreasing trend from its typical value 51.46 to 51.46 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_TRAIN_B_OVR_COMP_SUCTION is indicating an increasing trend from its typical value 100.32 to 94.31 at 2025-12-27 00:00:00
Drift Alert,A_Oxy_ATRN_2ND_STG_STEAM_DRM_LEVEL is indicating an increasing trend from its typical value 76.43 to 67.33 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_ATRN_COMPRESSOR_DISCHARGE_PRESS is indicating an decreasing trend from its typical value 94.94 to 94.94 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_ATRN_ETHYLENE_FLOW_TO_1ST_STG is indicating an decreasing trend from its typical value 291.16 to 291.16 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_ATRN_ETHYLENE_FLOW_TO_1ST_STG_1 is indicating an decreasing trend from its typical value 294.37 to 294.37 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_A_COMP_DISCHARGE_TEMP is indicating an increasing trend from its typical value 218.96 to 211.41 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_A_COMP_SUCTION_PRESSURE is indicating an decreasing trend from its typical value 39.93 to 39.93 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_A_COMP_SUCTION_PRESSURE_1 is indicating an decreasing trend from its typical value 38.95 to 38.95 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_A_OXY_STRIPPER_FEED_DRUM is indicating an increasing trend from its typical value -61.89 to -1.26 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_A_Oxy_HCl_O2_to_1st_stage is indicating an decreasing trend from its typical value 331.86 to 331.86 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_A_TRAIN_COMPRESSOR_AMPS is indicating an decreasing trend from its typical value 111.04 to 111.04 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR is indicating an increasing trend from its typical value 0.05 to 0.05 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR_1 is indicating an increasing trend from its typical value 0.33 to 0.3 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_C7302_SUCTION_O2_ANLYZR_2 is indicating an increasing trend from its typical value 0.16 to 0.14 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_Compressor_discharge_flow is indicating an decreasing trend from its typical value 1714.73 to 1714.73 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_HCL_FLOW_FROM_A_TRAIN_HEATER is indicating an decreasing trend from its typical value 532.8 to 532.8 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_HCL_O2_MIX_PRESS_TO_A_TRAIN is indicating an decreasing trend from its typical value 93.29 to 93.29 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_HCL_TO_A_TRAIN_STD_15min is indicating an decreasing trend from its typical value 2.84 to 2.84 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_HCL_TO_A_TRAIN_STD_1hr is indicating an decreasing trend from its typical value 2.84 to 2.84 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_ATRN_ETHYLENE_FLOW_TO_1ST_STG_PctDev is indicating an decreasing trend from its typical value -1.1 to -1.1 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Compressor_Suction_Pressure_PctDev is indicating an increasing trend from its typical value 2.98 to 2.46 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_HCl_Supply_Pressure_PctDev is indicating an increasing trend from its typical value 0.6 to 0.56 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_O2_Cont__PctRelDiff is indicating an decreasing trend from its typical value -3.12 to -3.12 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_1_PctDev is indicating an decreasing trend from its typical value 53.43 to 53.43 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_2_PctDev is indicating an increasing trend from its typical value 69.44 to 66.67 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_A_Oxy_Oxygen_Content_in_Recycle_Gas_PctDev is indicating an decreasing trend from its typical value -544.22 to -544.22 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_ETHYLENE_TO_E_7308A_PctDev is indicating an decreasing trend from its typical value -3.09 to -3.09 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_R1_HCL_TO_A_TRAIN_PctDev is indicating an decreasing trend from its typical value -6.58 to -6.58 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_RECYCLE_FLOW_TO_A_TRAIN is indicating an decreasing trend from its typical value 1625.55 to 1625.55 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_TRAIN_A_1st_Stage_INLET_PRESSURE is indicating an decreasing trend from its typical value 91.95 to 91.95 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_TRAIN_A_OVR_SUCTION_C2H4_ANLYZER is indicating an decreasing trend from its typical value 51.46 to 51.46 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_TRAIN_B_OVR_COMP_SUCTION is indicating an increasing trend from its typical value 101.67 to 94.31 at 2025-12-28 00:00:00
Drift Alert,A_Oxy_ATRN_2ND_STG_STEAM_DRM_LEVEL is indicating an increasing trend from its typical value 77.18 to 67.33 at 2025-12-29 00:00:00
Drift Alert,A_Oxy_ATRN_COMPRESSOR_DISCHARGE_PRESS is indicating an decreasing trend from its typical value 94.94 to 94.94 at 2025-12-29 00:00:00
